Text,label
"since the outbreak of covid19 hate crimes targeting asian people have been reported world-over. we denounce all such incidents! all members of our society, regardless of race or country of origin, should feel welcome, safe and respected iamnotavirus fightracism ",1
being racist against the chinese will not stop the virus. attacking china will not improve your country is ability to fight the virus.,1
 just another example of what piece of shit liars you people are. chinaliedpeopledied fukchina boycottchina,2
the gray plague: what the fuck is going on in qom? coronavirus wuflu ,0
china is going to kill america one way or another.,2
 thank you for trying to find some common ground. the issue is that our government and media relied on disinfo from the ccp that led people to believe the disease was not so seriou our response could have been better with the right data chinaliedpeopledied ccpvirus ,0
"has . had a stroke? droopy mouth, saggy jowl... he is on hannity saying that the coronavirus is not that big a deal - people are panicking 'cos it is ""exotic and; came from china,""and; that ""trump wants to grow the economy..."" these people are fucking idiots.",0
" yeah we blame everyone, sure everything in politics is fucked up but come on dude we are talking about a pandemic bro, just like the spanish flu it was the same chinese people who transported the virus into spain.",2
" hey donald, if the coronavirus it is a hoax, why do not you take a trip to china where the virus originated from? you fucking lard ass, mosquito brain, dipshit, putin is fluffer, deranged lint licker, asshole!! ps, you will go to prison sooner or later, you cotton mouth pill popper!",0
"so not trying to be racist of course, but china is the one who brought fentanyl into our province and; it is pretty much killing off people worldwide and; now, it is china where this coronavirus covid19 started hmmm... i always knew they were going to come at us somehow! scary times!",2
“we are having to fix a problem that four weeks ago nobody ever thought would be a problem... you read about them from 1917... this came out of nowhere and actually it came out of china which is the way it works” -the actual fucking president of the united states. covid19,0
creator of us bioweapons act says coronavirus is biological warfare weapon | zero hedge ,0
coronavirus covid i have watched all kinds of people do it for over a week now and; i am sick of watching healthy people condescendingly tell chronically ill people that they do not have anything to worry about and; they should just wash their hands. you all sound like assholes.,1
" not to make light of a terrible situation, but from a cursory glance online, it looks like some of them are having a bad time right now because their operation is based on overcharging people on shit from china, and the supply-line is cut off right now because of the coronavirus.",0
"if china can kill us, they can kill you too ",2
re6 fans found 'suspicious' biotechnology corporation in china,0
" no need to lough,, dont believe ok chinese,,, they are shipping faulty testing kits to many countries,, most of the countries have rejected the testing kits and medicines... chinaliedpeopledied",2
who needs who if it is simply licking china is ass? sign the petition here for disbanding the who chinavirus chinesevirus19 trumpvirus chinaliedpeopledied disbandwho,0
 this is why it is not ok to call this a chinesevirus racismisavirus racist covid_19 ,1
three montgomery county residents that had traveled overseas are maryland is first three confirmed cases of the coronavirus. ,0
"i am confused. if the virus is transmitted human to human but there are no humans on the streets because of the 60m ppl quarantine, then why are they spraying the streets? another video of chemical disinfection in the streets of wuhan coronavirus 02 fbr",0
"n ppl tried to come at me saying “stop calling it da chinese virus” when they created da shit even after governments stopped funding those dangerous ass trials. look stupid n defend da chinese if u want, they wanted dis to happen.",2
"""apparently the coronavirus enters a human body through some connection with something called the ace2 receptor. east asians and men have more than say white europeans and women. being a white woman seems to be the way to have much lesser risk."" ",0
" it is not racist to call it the chinese virus. but it is a blatant lie to say ""china is to blame!"". neo-liberals echoing this phrase invariably refuse to consider the repatriation of our pharmaceuticals/manufacturing inustries. they are just diverting blame.",0
"xi jinping wherever now he goes, will have the whole world turning up their nose. xi jinping the evil fetid rat, will have to stay at home and eat his wok fried bat. xi jinping international pariah. spreading all his filth, the scummy chinese liar. chinesevirus ",2
" what the fake news communist media accomplishes every chinese virus briefing is showing all of america just how much they truly hate america. this is a time we all need to come together, yet all they want is to divide us. ",2
 china is entire culture lacks good hygiene and common courtesy tbh. the occ… ,0
 he was like fucking take it. really wtf. and the paper was an ad...saying fear of coronavirus? call us we will exterminate it from your house. all written in chinese. just really wtf. if you do not want it do not give it to me. trash can is beside you. throw it there.,0
 well done sir,0
"dear democrats, liberals, leftists and progressives, people are attacking chinese not because trump called the vir… ",0
may the fates bestow the coronavirus upon this pos.,0
covid19 coronavirus wuflu nih scientists identify atomic structure of novel coronavirus protein ,0
